resume_text,label
"Corporate flight attendant with 9 years of experience providing luxury service on private jets for executives and celebrities. Expert in safety protocols and high-end hospitality. Training certification with ongoing recurrency. Used basic scheduling and catering coordination systems. Strong service and safety skills but no technical or analytical background.",0
"Pet groomer with 8 years of experience providing grooming services for dogs and cats at upscale salon. Built loyal client base and managed appointment scheduling. Professional grooming certification. Used salon booking software. Strong animal care and customer service skills but no programming or data analytics experience.",0
"Court bailiff with 16 years of experience maintaining courtroom security and order during legal proceedings. Supervised jury movements and managed evidence custody. Law enforcement background with court security training. Used basic court scheduling systems. Strong security and procedural knowledge but no programming or data science background.",0
"Theatrical lighting designer with 10 years of experience creating lighting designs for professional theater and dance productions. Managed technical crews and collaborated with directors on major productions. MFA in Lighting Design. Used lighting software and basic scheduling tools. Strong creative and technical theater skills but no programming or data analytics background.",0
"Sommelier and wine educator with 11 years of experience leading wine education programs and curating wine lists for hospitality groups. Developed curriculum and trained service staff. Court of Master Sommeliers certified. Used inventory and training management software. Strong wine and education expertise but no programming or data science experience.",0
"Hospice chaplain with 14 years of experience providing spiritual care and counseling to patients and families facing end-of-life. Coordinated with interdisciplinary care teams and led memorial services. Master of Divinity with chaplaincy certification. Used basic care coordination systems. Strong pastoral care skills but no technical or analytical background.",0
"Finance professional using Excel and PowerPoint for reporting.",0
"Operations analyst using dashboards for KPI tracking.",0
"Retail associate tracking inventory and sales manually.",0
"Customer success manager analyzing usage metrics without modeling.",0
"Event planner managing budgets in spreadsheets.",0
"Junior AI engineer with experience in neural networks and model evaluation.",1
"ML-focused software engineer building data pipelines and inference services.",1
"Data analyst with experience in SQL, Python, and logistic regression models.",1
"Analytics consultant supporting ML initiatives with feature analysis.",1
"Applied statistician working on experimental design and causal inference.",1
"Research assistant in computational biology using ML for pattern discovery.",1
"Graduate researcher in machine learning theory and optimization.",1
"AI product engineer integrating ML models into production systems.",1
"Junior quant analyst with time series and statistical modeling experience.",1
"Business operations specialist with reporting responsibilities.",0
"Human resources coordinator handling employee data records.",0
"Marketing coordinator analyzing engagement metrics.",0
"Administrative clerk responsible for data entry.",0
"Warehouse supervisor using basic inventory software.",0
"Senior machine learning engineer with 7 years of experience building end-to-end ML systems for fintech applications. Expert in Python, TensorFlow, PyTorch, and scikit-learn. Designed and deployed real-time fraud detection models processing 50M+ transactions daily with 99.7% accuracy. Led migration of legacy batch models to streaming architecture using Kafka and Flink. Strong background in feature engineering, model interpretability using SHAP and LIME, and A/B testing frameworks. MS in Computer Science from Carnegie Mellon University.",1
"Data scientist specializing in natural language processing and text analytics with 5 years of industry experience. Built sentiment analysis pipelines, document classification systems, and named entity recognition models using BERT, RoBERTa, and custom transformer architectures. Proficient in Python, spaCy, Hugging Face Transformers, and AWS SageMaker. Published research on domain adaptation for low-resource NLP at ACL workshop. Experience with MLOps practices including model versioning, automated retraining, and drift detection.",1
"Full stack software engineer with 6 years of experience building scalable web applications and microservices. Expert in Python, JavaScript, React, Node.js, PostgreSQL, and Redis. Implemented recommendation engine integration serving personalized content to 2M+ users. Experience with containerization using Docker and Kubernetes, CI/CD pipelines with GitHub Actions, and cloud infrastructure on AWS. Strong understanding of software design patterns, test-driven development, and agile methodologies.",1
"Applied research scientist at a leading AI lab working on large language models and multimodal systems. PhD in Machine Learning from MIT with dissertation on efficient attention mechanisms. Published 15+ papers at top venues including NeurIPS, ICML, and ICLR. Expert in distributed training, model parallelism, and optimization techniques for billion-parameter models. Proficient in PyTorch, JAX, and CUDA programming. Experience leading research teams and mentoring junior researchers.",1
"Computer vision engineer with expertise in object detection, semantic segmentation, and 3D reconstruction. 5 years of experience developing perception systems for autonomous vehicles. Proficient in PyTorch, OpenCV, TensorRT, and NVIDIA Triton for model optimization and deployment. Built real-time detection pipelines achieving 30 FPS on edge devices. Experience with sensor fusion combining camera, LiDAR, and radar data. MS in Robotics from University of Michigan.",1
"MLOps engineer specializing in building robust infrastructure for machine learning systems at scale. 4 years of experience with model deployment, monitoring, and lifecycle management. Expert in Kubernetes, Docker, MLflow, Kubeflow, and Airflow. Built feature stores serving 10B+ features daily with sub-10ms latency. Implemented comprehensive monitoring solutions tracking model performance, data drift, and system health. Strong background in SRE practices and infrastructure as code using Terraform.",1
"Quantitative researcher with 8 years of experience in algorithmic trading and financial modeling. Expert in time series analysis, statistical arbitrage, and portfolio optimization. Built high-frequency trading systems processing market data with microsecond latency. Proficient in Python, C++, and R. Strong background in stochastic calculus, options pricing, and risk management. MS in Financial Engineering from Princeton University. Published research on market microstructure.",1
"Data engineer with 6 years of experience building scalable data infrastructure for ML-driven organizations. Expert in Apache Spark, Airflow, dbt, Snowflake, and Databricks. Designed and implemented data lakehouse architecture supporting petabyte-scale analytics. Built real-time streaming pipelines using Kafka and Flink processing 1M+ events per second. Strong SQL skills and experience with data modeling, quality assurance, and governance frameworks.",1
"Deep learning researcher specializing in generative models including GANs, VAEs, and diffusion models. 4 years of experience at AI research lab working on image synthesis and editing. Published papers at CVPR, ICCV, and ECCV on controllable generation and style transfer. Expert in PyTorch, diffusers library, and distributed training on multi-GPU clusters. Experience with RLHF and alignment techniques for generative systems. PhD candidate at Stanford University.",1
"Backend software engineer with 5 years of experience building high-performance distributed systems. Expert in Go, Python, and Rust. Designed microservices architecture handling 100K+ requests per second with 99.99% uptime. Experience with gRPC, Protocol Buffers, and event-driven architectures. Built ML model serving infrastructure with A/B testing and gradual rollout capabilities. Strong background in database optimization, caching strategies, and system design.",1
"Senior data analyst with 4 years of experience translating business requirements into actionable insights using statistical analysis and machine learning. Proficient in Python, SQL, pandas, and visualization tools including Tableau and Looker. Built predictive models for customer churn and lifetime value estimation. Experience with experimental design, A/B testing, and causal inference methods. Strong communication skills presenting findings to executive stakeholders.",1
"Reinforcement learning engineer with expertise in policy optimization, multi-agent systems, and sim-to-real transfer. 3 years of experience developing RL solutions for robotics and game AI applications. Proficient in Python, PyTorch, Ray RLlib, and Stable Baselines. Built training infrastructure for distributed RL achieving 10x speedup through parallelization. Experience with reward shaping, curriculum learning, and hierarchical RL approaches. MS in AI from UC Berkeley.",1
"Machine learning platform engineer building self-service ML infrastructure for data science teams. 5 years of experience with Python, Kubernetes, and cloud platforms. Designed and implemented feature platform reducing feature engineering time by 60%. Built model registry and deployment automation enabling 10x faster model iteration cycles. Experience with GPU cluster management, cost optimization, and multi-tenant resource allocation.",1
"NLP research engineer working on conversational AI and dialogue systems. 4 years of experience building chatbots, question answering systems, and retrieval-augmented generation pipelines. Expert in transformer models, semantic search, and vector databases including Pinecone and Weaviate. Proficient in Python, Hugging Face, and LangChain. Experience with prompt engineering, fine-tuning LLMs, and evaluation frameworks for generative systems.",1
"Statistical modeling specialist with expertise in Bayesian inference, hierarchical models, and uncertainty quantification. 6 years of experience applying advanced statistical methods to healthcare and pharmaceutical research. Proficient in Python, R, Stan, and PyMC. Built clinical trial analysis pipelines and adverse event detection systems. Published research on causal inference methods in observational studies. PhD in Biostatistics from Harvard.",1
"Frontend engineer with React expertise looking to transition into data visualization and analytics engineering. 3 years of experience building interactive dashboards and data-driven web applications. Proficient in JavaScript, TypeScript, D3.js, and Python basics. Built real-time visualization systems for financial trading platforms. Completed coursework in statistics and machine learning fundamentals. Strong interest in combining UX design with data science.",1
"AI ethics researcher studying fairness, accountability, and transparency in machine learning systems. 4 years of experience auditing ML models for bias and developing mitigation strategies. Expert in Python, fairlearn, AIF360, and statistical analysis methods. Published research on algorithmic fairness in hiring and lending decisions. Experience with regulatory compliance including GDPR and emerging AI governance frameworks. PhD in Computer Science with focus on responsible AI.",1
"Software engineer specializing in real-time systems and embedded ML. 5 years of experience deploying neural networks on edge devices including mobile phones, IoT sensors, and automotive platforms. Expert in C++, Python, TensorFlow Lite, and ONNX Runtime. Achieved 5x model compression with minimal accuracy loss through quantization and pruning. Experience with hardware-aware neural architecture search and latency optimization.",1
"Data science manager leading team of 8 data scientists and ML engineers at e-commerce company. 10 years of combined IC and leadership experience. Built recommendation systems driving 15% increase in conversion rates. Expert in Python, SQL, and ML frameworks. Strong background in stakeholder management, project planning, and technical mentorship. Experience scaling data science practices from startup to enterprise level.",1
"Time series forecasting specialist with expertise in demand planning and supply chain optimization. 5 years of experience building forecasting systems for retail and manufacturing. Proficient in Python, Prophet, NeuralProphet, and deep learning approaches including N-BEATS and Temporal Fusion Transformers. Built hierarchical forecasting pipelines handling 100K+ SKUs with automated model selection. Experience with uncertainty quantification and scenario planning.",1
"Graph neural network researcher working on drug discovery and molecular property prediction. 3 years of experience applying GNNs to computational chemistry problems. Expert in PyTorch Geometric, DGL, and RDKit. Published research on message passing architectures for molecular graphs at NeurIPS and ICML workshops. Experience with virtual screening pipelines and multi-task learning for ADMET prediction. PhD candidate in Computational Biology.",1
"DevOps engineer with ML infrastructure experience supporting data science teams at scale. 4 years of experience with CI/CD, containerization, and cloud platforms. Expert in Kubernetes, Terraform, AWS, and GitHub Actions. Built automated ML pipeline infrastructure reducing deployment time from days to hours. Experience with GPU cluster management, cost optimization, and security best practices for ML workloads.",1
"Recommendation systems engineer building personalization platforms for streaming media company. 5 years of experience with collaborative filtering, content-based methods, and deep learning approaches. Expert in Python, Spark, and TensorFlow. Built real-time recommendation serving system handling 50M+ users with sub-100ms latency. Experience with multi-armed bandits, contextual recommendations, and exploration-exploitation tradeoffs.",1
"Speech recognition engineer developing ASR systems for voice assistants and transcription services. 4 years of experience with acoustic modeling, language modeling, and end-to-end speech recognition. Expert in Python, PyTorch, and Kaldi. Built streaming ASR pipeline achieving state-of-the-art WER on internal benchmarks. Experience with speaker diarization, noise robustness, and multilingual ASR. MS in Electrical Engineering.",1
"Causal inference specialist applying econometric and ML methods to marketing measurement and incrementality testing. 5 years of experience in tech and consulting. Expert in Python, R, and SQL. Built marketing mix models and multi-touch attribution systems. Experience with synthetic control methods, difference-in-differences, and instrumental variables. Strong background in experimental design and statistical significance testing.",1
"Robotics software engineer developing perception and planning systems for warehouse automation. 4 years of experience with ROS, computer vision, and motion planning algorithms. Expert in Python, C++, and PyTorch. Built object detection and pose estimation pipelines for robotic manipulation. Experience with SLAM, path planning, and sim-to-real transfer for robotic learning. MS in Robotics from Georgia Tech.",1
"Search relevance engineer optimizing ranking algorithms for e-commerce platform. 5 years of experience with information retrieval, learning to rank, and semantic search. Expert in Python, Elasticsearch, and neural retrieval methods. Built query understanding pipeline using BERT embeddings and entity linking. Experience with click modeling, online evaluation, and interleaving experiments. Strong background in NLP and recommendation systems.",1
"Junior data scientist with 1 year of experience and strong foundation in statistical modeling and machine learning. Proficient in Python, pandas, scikit-learn, and SQL. Built customer segmentation models and predictive analytics dashboards. Completed MS in Data Science with thesis on anomaly detection methods. Experience with feature engineering, model evaluation, and basic deployment using Flask APIs.",1
"Autonomous systems engineer developing decision-making algorithms for self-driving vehicles. 6 years of experience with motion planning, behavior prediction, and safety systems. Expert in C++, Python, and ROS. Built trajectory optimization pipelines handling complex urban driving scenarios. Experience with simulation, testing frameworks, and safety validation. Published research on uncertainty-aware planning at ICRA and pedestrian trajectory prediction methods.",1
"Senior analytics engineer building data infrastructure connecting raw data to ML-ready features. 4 years of experience with dbt, SQL, and data modeling. Expert in Snowflake, BigQuery, and Spark. Designed dimensional models supporting 50+ downstream ML applications. Experience with data quality monitoring, documentation, and cross-functional collaboration with data science teams.",1
"Fraud detection specialist building ML systems for financial services. 6 years of experience with anomaly detection, graph analytics, and real-time scoring. Expert in Python, Spark, and Neo4j. Built network analysis pipelines identifying fraud rings across 10M+ accounts. Experience with imbalanced learning, model explainability for regulatory compliance, and champion-challenger frameworks for model updates.",1
"Computer graphics researcher applying deep learning to rendering and simulation. 3 years of experience with neural radiance fields, differentiable rendering, and physics-informed neural networks. Expert in PyTorch, CUDA, and OpenGL. Published research at SIGGRAPH on learned appearance models. Experience with real-time graphics optimization and generative models for 3D content creation.",1
"Healthcare data scientist building predictive models for clinical decision support. 5 years of experience with EHR data, survival analysis, and risk stratification. Expert in Python, R, and SQL. Built readmission prediction models deployed across hospital network. Experience with HIPAA compliance, model validation for clinical settings, and collaboration with medical professionals. PhD in Biomedical Informatics.",1
"Platform engineer building internal developer tools for ML teams. 4 years of experience with Python, Go, and distributed systems. Designed notebook infrastructure serving 500+ data scientists. Built experiment tracking and model registry systems with full lineage capture. Experience with cost management, resource optimization, and building self-service platforms.",1
"Applied scientist working on pricing and revenue optimization using ML. 5 years of experience with demand modeling, price elasticity estimation, and dynamic pricing algorithms. Expert in Python, causal ML, and optimization methods. Built pricing systems generating $50M+ incremental revenue. Experience with reinforcement learning for sequential pricing decisions and uncertainty quantification.",1
"Information retrieval researcher developing dense retrieval methods for question answering and semantic search. 4 years of experience with contrastive learning, knowledge distillation, and efficient retrieval. Expert in Python, Faiss, and transformer models. Published research on retrieval-augmented generation at EMNLP and ACL. Experience with cross-lingual retrieval and domain adaptation.",1
"ML compiler engineer optimizing deep learning models for hardware accelerators. 3 years of experience with TVM, XLA, and MLIR. Expert in Python, C++, and LLVM. Built optimization passes achieving 2x speedup for transformer inference. Experience with operator fusion, memory optimization, and hardware-aware compilation for TPUs and custom accelerators.",1
"Geospatial data scientist applying ML to satellite imagery and location data. 4 years of experience with remote sensing, image segmentation, and spatial statistics. Expert in Python, GeoPandas, and deep learning frameworks. Built land use classification models from multi-spectral imagery. Experience with change detection, time series analysis of satellite data, and GIS integration.",1
"Product data scientist driving growth experimentation and user behavior modeling. 5 years of experience with A/B testing, retention analysis, and conversion optimization. Expert in Python, SQL, and statistical methods. Built experimentation platform processing 1000+ tests annually. Experience with multi-armed bandits, sequential testing, and metric development for product teams.",1
"Audio ML engineer developing music recommendation and audio understanding systems. 4 years of experience with music information retrieval, source separation, and audio classification. Expert in Python, librosa, and PyTorch. Built audio fingerprinting system processing 50M+ tracks. Experience with self-supervised learning for audio, multimodal models, and real-time audio processing.",1
"Biomedical AI researcher applying deep learning to medical imaging diagnostics. 3 years of experience with radiology AI, pathology image analysis, and clinical validation. Expert in PyTorch, MONAI, and medical imaging formats. Published research on chest X-ray classification at MICCAI. Experience with FDA regulatory pathways, data privacy, and deployment in clinical settings.",1
"Systems ML engineer optimizing training infrastructure for large-scale models. 4 years of experience with distributed training, GPU programming, and performance optimization. Expert in Python, PyTorch, and NCCL. Built training framework achieving near-linear scaling to 1000+ GPUs. Experience with mixed precision training, gradient checkpointing, and pipeline parallelism.",1
"Climate tech data scientist building ML models for renewable energy forecasting and grid optimization. 3 years of experience with weather data, time series prediction, and optimization. Expert in Python, meteorological datasets, and deep learning. Built solar generation forecasts achieving 15% MAPE improvement over baselines. Experience with uncertainty quantification and decision-making under uncertainty.",1
"Junior software engineer with strong interest in machine learning and 2 years of backend development experience. Proficient in Python, Java, and SQL. Built data pipelines and REST APIs for internal analytics platform. Completed online ML specialization and contributed to open-source ML projects. Looking to transition into ML engineering role.",1
"Algorithmic trading developer building quantitative strategies and execution systems. 6 years of experience with market microstructure, signal generation, and backtesting frameworks. Expert in Python, C++, and pandas. Built low-latency trading systems with microsecond execution. Experience with statistical arbitrage, mean reversion strategies, and risk management systems.",1
"Conversational AI engineer building enterprise chatbots and virtual assistants. 4 years of experience with dialogue management, intent classification, and response generation. Expert in Python, Rasa, and LLM APIs. Built customer service automation handling 100K+ conversations monthly. Experience with slot filling, context management, and hybrid retrieval-generation approaches.",1
"Sports analytics data scientist applying ML to player performance and game strategy. 3 years of experience with tracking data, computer vision, and predictive modeling. Expert in Python, SQL, and visualization tools. Built expected goals models and player valuation frameworks. Experience with real-time analytics, video analysis, and stakeholder communication with coaching staff.",1
"Computational linguistics researcher working on multilingual NLP and low-resource language modeling. 4 years of experience with cross-lingual transfer, machine translation, and linguistic feature extraction. Expert in Python, Hugging Face, and linguistic annotation tools. Published research on zero-shot cross-lingual classification. Experience with typologically diverse languages and linguistic theory.",1
"Data infrastructure engineer building real-time analytics platforms. 5 years of experience with streaming systems, data warehousing, and BI tools. Expert in Kafka, Flink, Snowflake, and dbt. Designed event-driven architecture processing 10M+ events daily. Experience with data contracts, schema evolution, and cross-team data governance.",1
"AI safety researcher studying alignment, robustness, and interpretability of ML systems. 3 years of experience with mechanistic interpretability, adversarial robustness, and value learning. Expert in Python, PyTorch, and mathematical analysis. Published research on feature visualization and circuit analysis. Experience with red-teaming LLMs and developing safety benchmarks.",1
"Marketing analytics specialist using data-driven approaches to optimize campaigns and customer journeys. 4 years of experience with attribution modeling, customer lifetime value, and segmentation. Proficient in SQL, Python, and Google Analytics. Built marketing dashboards and automated reporting pipelines. Experience with incrementality testing and media mix modeling fundamentals.",1
"Embedded systems engineer with ML deployment experience on microcontrollers. 4 years of experience with C, C++, and TensorFlow Lite Micro. Deployed keyword spotting and anomaly detection models on ARM Cortex-M devices. Experience with model quantization, memory optimization, and real-time inference on resource-constrained hardware.",1
"Supply chain data scientist optimizing inventory management and logistics using ML. 5 years of experience with demand forecasting, network optimization, and simulation. Expert in Python, OR-Tools, and time series methods. Built inventory optimization system reducing stockouts by 25%. Experience with stochastic programming, robust optimization, and multi-echelon inventory models.",1
"Knowledge graph engineer building enterprise knowledge bases and semantic search systems. 4 years of experience with ontology design, entity resolution, and graph databases. Expert in Python, Neo4j, and SPARQL. Built knowledge graph integrating 50M+ entities from structured and unstructured sources. Experience with relation extraction, knowledge base completion, and graph neural networks.",1
"Fintech software engineer building trading platforms and financial data infrastructure. 5 years of experience with Python, Java, and distributed systems. Designed order management system handling 1M+ trades daily. Experience with market data feeds, FIX protocol, and regulatory compliance. Contributed to ML-based risk scoring and trade surveillance systems.",1
"Research engineer at AI nonprofit working on beneficial AI development. 3 years of experience with language models, evaluation, and AI policy research. Expert in Python and PyTorch. Contributed to open-source AI safety tools and benchmarks. Experience with technical writing, policy analysis, and cross-functional research collaboration.",1
"Senior data scientist specializing in customer analytics and personalization for retail. 6 years of experience with recommendation systems, customer segmentation, and propensity modeling. Expert in Python, SQL, and Spark. Built next-best-action system driving 20% increase in engagement. Experience with real-time personalization, email optimization, and cross-sell modeling.",1
"Video understanding engineer developing content moderation and video search systems. 4 years of experience with action recognition, video classification, and temporal modeling. Expert in PyTorch, video processing libraries, and distributed training. Built content moderation pipeline processing 1M+ videos daily. Experience with multimodal models, efficient video architectures, and annotation pipelines.",1
"Computational social scientist applying NLP and network analysis to study online behavior. 4 years of experience with social media data, misinformation detection, and community dynamics. Expert in Python, NetworkX, and NLP tools. Published research on polarization and information spread. Experience with ethical considerations, data privacy, and interdisciplinary collaboration.",1
"Junior ML engineer with bootcamp training and internship experience. 1 year of hands-on experience with Python, scikit-learn, and basic deep learning. Built image classification and sentiment analysis projects. Completed internship building data pipelines and model evaluation frameworks. Strong foundation in mathematics and statistics with BS in Applied Math.",1
"Advertising tech data scientist building audience targeting and bid optimization systems. 5 years of experience with programmatic advertising, lookalike modeling, and real-time bidding. Expert in Python, Spark, and ML frameworks. Built CTR prediction models serving billions of impressions daily. Experience with privacy-preserving ML, contextual targeting, and incrementality measurement.",1
"Database engineer with analytics experience transitioning to data science. 6 years of experience with SQL, PostgreSQL, and data modeling. Built analytical data marts and automated reporting systems. Completed MS in Analytics with focus on ML. Experience with Python, basic modeling, and business intelligence tools. Strong data engineering foundation.",1
"Quantum ML researcher exploring intersection of quantum computing and machine learning. 3 years of experience with quantum algorithms, variational circuits, and quantum simulation. Expert in Python, Qiskit, and Cirq. Published research on quantum kernel methods. Experience with near-term quantum devices, error mitigation, and classical-quantum hybrid approaches.",1
"Growth engineer combining software engineering and data science for user acquisition and retention. 4 years of experience with experimentation, funnel optimization, and automated ML pipelines. Expert in Python, SQL, and web technologies. Built automated experiment analysis and personalization systems. Experience with feature flagging, metric design, and cross-functional product development.",1
"Document AI engineer building intelligent document processing systems. 4 years of experience with OCR, layout analysis, and information extraction from complex documents. Expert in Python, computer vision, and transformer models. Built invoice processing pipeline achieving 95% extraction accuracy. Experience with table extraction, document classification, and human-in-the-loop workflows.",1
"Network security engineer with ML experience in threat detection and anomaly identification. 5 years of experience with cybersecurity, log analysis, and intrusion detection systems. Expert in Python, Splunk, and ML frameworks. Built behavioral anomaly detection system reducing false positives by 40%. Experience with adversarial ML, malware classification, and security operations.",1
"Sustainability data scientist measuring and optimizing environmental impact using ML. 3 years of experience with carbon accounting, supply chain emissions, and lifecycle analysis. Expert in Python, data analysis, and ML frameworks. Built emissions prediction models for Scope 3 reporting. Experience with satellite data, climate datasets, and environmental regulations.",1
"Research software engineer supporting computational science with ML tools. 4 years of experience with scientific Python, HPC systems, and ML frameworks. Expert in NumPy, JAX, and distributed computing. Built ML-accelerated simulation tools for physics research. Experience with differentiable programming, surrogate modeling, and scientific workflow management.",1
"Retail store manager with basic reporting and analytics experience using Excel and POS systems. 5 years of experience in retail operations and team leadership. Created sales reports and inventory tracking spreadsheets. Associate's degree in Business. Limited exposure to programming or advanced analytics tools.",0
"Customer service representative seeking career change into technology. Self-taught Python basics through online courses. Completed introductory data analytics certificate. Strong communication skills from 4 years of customer-facing experience. Bachelor's in Communications. No professional technical experience.",0
"Administrative assistant with data entry and office management experience. 6 years using Microsoft Office suite including Excel for basic reporting. Organized filing systems and managed scheduling databases. High school diploma with vocational certification. Looking to transition into more technical role.",0
"Marketing coordinator creating content and managing social media campaigns. 3 years of experience with content creation and basic Google Analytics reporting. Bachelor's in Marketing. Used Canva and basic design tools. Limited technical skills beyond standard marketing platforms.",0
"Receptionist with scheduling and data entry responsibilities. 4 years of experience managing front desk operations and appointment systems. Proficient in office software and basic database entry. Some college completed. Strong organizational and customer service skills.",0
"Restaurant manager with inventory and budget management experience. 7 years in food service industry with P&L responsibility. Used basic spreadsheets for cost tracking and scheduling. Associate's degree in Hospitality. Limited exposure to analytics or technical tools.",0
"Real estate agent using CRM systems and market analysis tools. 5 years of experience with property listings and client management. Bachelor's in Business Administration. Basic Excel skills for commission tracking. No programming or advanced analytics experience.",0
"Bank teller with customer service and transaction processing experience. 3 years in retail banking handling cash management and account services. Used banking software for transactions. Some college completed. Interested in learning data analysis but no current technical skills.",0
"Warehouse associate with inventory tracking and logistics experience. 4 years using barcode scanning and basic inventory systems. High school diploma. Comfortable with technology but no programming or analytics experience. Looking for advancement opportunities.",0
"Insurance claims processor reviewing documentation and managing case files. 5 years of experience with claims software and regulatory compliance. Bachelor's in Business. Basic Excel and database skills. Limited exposure to data analysis or programming.",0
"Call center supervisor managing team performance and quality metrics. 6 years of experience with call center operations and basic reporting. Used standard QA tools and Excel for performance tracking. Some college completed. Strong leadership but limited technical skills.",0
"Dental office manager handling scheduling, billing, and patient records. 8 years of experience with practice management software. Associate's degree in Healthcare Administration. Basic computer skills and database management. No programming or analytics background.",0
"Hotel front desk manager overseeing reservations and guest services. 5 years in hospitality with property management system experience. Bachelor's in Hospitality Management. Basic Excel skills for occupancy reporting. Limited technical or analytical experience.",0
"Legal secretary providing administrative support to attorneys. 6 years of experience with document management and legal research databases. Associate's degree in Legal Studies. Proficient in Word and legal software. No programming or data science experience.",0
"Pharmacy technician dispensing medications and managing inventory. 4 years of experience with pharmacy management systems. Completed pharmacy tech certification. Basic computer skills and attention to detail. Limited exposure to programming or analytics.",0
"Bookkeeper managing accounts payable/receivable and financial records. 7 years of experience with QuickBooks and basic accounting software. Associate's degree in Accounting. Excel proficiency for financial reporting. No programming or advanced analytics skills.",0
"Executive assistant supporting C-level executives with scheduling and communications. 8 years of experience with calendar management and travel coordination. Bachelor's in Business Administration. Strong organizational skills. Basic technology proficiency but no technical background.",0
"Teacher transitioning careers after 10 years in elementary education. Strong communication and organizational skills. Completed introductory Python course online. Bachelor's in Education with math minor. Interested in data science but limited practical experience.",0
"Fitness trainer with client management and basic business operations experience. 5 years running personal training business. Used scheduling apps and basic spreadsheets for client tracking. Certification in personal training. Limited technical or analytical skills.",0
"Event planner coordinating logistics for corporate events and conferences. 6 years of experience with vendor management and budget tracking. Bachelor's in Communications. Basic Excel skills for budget management. No programming or data analysis experience.",0
"Medical billing specialist processing claims and managing patient accounts. 4 years of experience with healthcare billing software and coding. Certificate in Medical Billing. Basic computer skills and attention to detail. Limited technical background beyond billing systems.",0
"Car sales representative with CRM and customer relationship experience. 5 years in automotive sales tracking leads and managing customer database. Some college completed. Basic computer proficiency. Strong sales skills but no analytical or programming background.",0
"Flight attendant with customer service and safety training experience. 6 years with major airline. Strong communication and problem-solving skills. Bachelor's in Communications. Limited technical skills beyond standard airline systems.",0
"Construction project coordinator managing schedules and documentation. 5 years of experience with project management software and contractor coordination. Associate's degree in Construction Management. Basic Excel skills for scheduling. No programming or analytics experience.",0
"Veterinary technician assisting with animal care and medical procedures. 4 years of experience with veterinary practice software. Associate's degree in Veterinary Technology. Basic computer skills for record keeping. No technical or analytical background.",0
"Social media manager creating content and analyzing engagement metrics. 3 years of experience with social platforms and basic analytics dashboards. Bachelor's in Marketing. Used native platform analytics and Hootsuite. Limited experience with programming or advanced data analysis.",0
"Library assistant helping patrons and managing circulation systems. 5 years of experience with library management software. Bachelor's in Library Science. Basic database skills for catalog management. Limited programming or analytical experience.",0
"Paralegal conducting legal research and document preparation. 4 years of experience with legal databases and case management systems. Certificate in Paralegal Studies. Strong research skills. Basic computer proficiency but no programming background.",0
"Physical therapy assistant supporting patient rehabilitation. 3 years of experience with therapy documentation and scheduling systems. Associate's degree in Physical Therapy Assisting. Basic computer skills. No technical or analytical background.",0
"Travel agent booking trips and managing client itineraries. 6 years of experience with reservation systems and travel software. Bachelor's in Business. Basic Excel skills for reporting. Limited technical skills beyond travel booking platforms.",0
"Senior machine learning scientist developing novel architectures for protein structure prediction and drug discovery. 7 years of experience with geometric deep learning, attention mechanisms, and large-scale molecular simulations. Expert in PyTorch, JAX, and computational chemistry tools. Published 12 papers at top ML and computational biology venues. Built models achieving state-of-the-art performance on protein folding benchmarks. PhD in Computational Biology from Stanford.",1
"Staff software engineer specializing in ML infrastructure at hyperscale tech company. 8 years of experience building training and inference systems for billion-parameter models. Expert in C++, Python, and distributed systems. Designed model serving infrastructure handling 10B+ predictions daily with P99 latency under 50ms. Experience with custom hardware integration, compiler optimization, and efficient attention implementations.",1
"Principal data scientist leading strategic analytics initiatives for Fortune 100 retailer. 12 years of experience spanning IC work and technical leadership. Built pricing optimization systems generating $200M+ annual value. Expert in Python, SQL, causal ML, and optimization methods. Experience with executive communication, roadmap planning, and building data science organizations from ground up.",1
"Research engineer at autonomous vehicle company working on prediction and planning systems. 5 years of experience with trajectory prediction, motion forecasting, and decision-making under uncertainty. Expert in PyTorch, simulation environments, and robotics frameworks. Published research on multi-agent prediction and interactive planning. Experience with safety validation and real-world deployment.",1
"Machine learning engineer building content understanding systems for social media platform. 4 years of experience with multimodal learning, content classification, and policy enforcement. Expert in PyTorch, distributed training, and large-scale data processing. Built harmful content detection systems processing billions of posts. Experience with model fairness, appeal systems, and content moderation policy.",1
"Data scientist specializing in experimental design and causal inference for product development. 5 years of experience with A/B testing, quasi-experimental methods, and interference in networked experiments. Expert in Python, R, and statistical methods. Built experimentation platform handling 5000+ concurrent experiments. Published research on variance reduction and optimal experimental design.",1
"Computer vision researcher developing foundation models for visual understanding. 4 years of experience with self-supervised learning, vision transformers, and visual reasoning. Expert in PyTorch and large-scale training infrastructure. Published papers on contrastive learning and vision-language models at CVPR, ICCV, and NeurIPS. Experience with model scaling, efficient architectures, and transfer learning.",1
"Senior data engineer building feature platforms for real-time ML applications. 6 years of experience with streaming systems, feature stores, and low-latency serving. Expert in Scala, Python, Kafka, and Redis. Designed feature platform reducing feature computation latency from hours to seconds. Experience with feature versioning, backfilling, and point-in-time correctness.",1
